file,market_id,year,company,value,url,http_status,fetch_method,value_found,verbatim_quote_found,verdict,reason
market-shares.csv,security-software,2015,Symantec,15.2,https://www.gartner.com/en/newsroom/press-releases/2016-07-14-gartner-says-worldwide-security-software-market-grew-3-percent-in-2015,403,"WebFetch 403; archive not permitted",no,"n/a (quote empty); search snippet: ""In 2015, Symantec had a global market share of 15.2 percent""",estimated,"Snippet corroboration; the five 2015 shares sum to 37.6, matching fetched forbesindia.com (""top five vendors ... accounted for 37.6 percent"")."
market-shares.csv,security-software,2015,Intel,7.9,https://www.gartner.com/en/newsroom/press-releases/2016-07-14-gartner-says-worldwide-security-software-market-grew-3-percent-in-2015,403,"WebFetch 403; archive not permitted",no,n/a (quote empty),estimated,"Consistent with fetched forbesindia.com (Intel $1.75B / $22.1B = 7.9%) and the 37.6% top-five total."
market-shares.csv,security-software,2015,IBM,6.6,https://www.gartner.com/en/newsroom/press-releases/2016-07-14-gartner-says-worldwide-security-software-market-grew-3-percent-in-2015,403,"WebFetch 403; archive not permitted",no,n/a (quote empty),estimated,"Consistent with fetched forbesindia.com (IBM $1.45B / $22.1B = 6.6%) and the 37.6% top-five total."
market-shares.csv,security-software,2015,Trend Micro,4.5,https://www.gartner.com/en/newsroom/press-releases/2016-07-14-gartner-says-worldwide-security-software-market-grew-3-percent-in-2015,403,"WebFetch 403; archive not permitted",no,n/a (quote empty),estimated,"Not stated on any fetched page; only supported by the five shares summing to the fetched 37.6% top-five total. Weak."
market-shares.csv,security-software,2015,EMC,3.4,https://www.gartner.com/en/newsroom/press-releases/2016-07-14-gartner-says-worldwide-security-software-market-grew-3-percent-in-2015,403,"WebFetch 403; archive not permitted",no,n/a (quote empty),estimated,"Not stated on any fetched page; only supported by the 37.6% top-five sum. Weak."
market-shares.csv,crm,2011,Salesforce,16.7,https://softwarestrategiesblog.com/tag/customer-relationship-management/,200,WebFetch,yes,yes,reported,Read on fetched page (blog quoting Gartner).
market-shares.csv,crm,2014,Salesforce,18.2,https://techseen.com/2016/05/26/crm-market-26-3-billion-gartner/,410,"WebFetch 410 Gone; retried http:// 410",no,no (page gone),estimated,"Corroborated on fetched idm.net.au reprint of the 2016 Gartner release (2014 Salesforce $4,268.5M, 18.2%). The 2015 release had given 2014 as 18.4% (search snippet): 18.2 is the restated vintage."
market-shares.csv,crm,2015,Salesforce,19.7,https://techseen.com/2016/05/26/crm-market-26-3-billion-gartner/,410,"WebFetch 410 Gone; retried http:// 410",no,no (page gone),estimated,"Corroborated on fetched idm.net.au (2015 Salesforce $5,170.9M, 19.7%)."
market-shares.csv,crm,2017,Salesforce,18.3,https://www.gartner.com/en/newsroom/press-releases/2019-06-17-gartner-says-worldwide-customer-experience-and-relati,403,"WebFetch 403; alt forms 403; archive not permitted",no,no (page not retrieved),estimated,"Corroborated on fetched ciol.com table (Salesforce 2017 $7,648.1M, 18.3%)."
market-shares.csv,crm,2017,SAP,8.3,https://www.gartner.com/en/newsroom/press-releases/2019-06-17-gartner-says-worldwide-customer-experience-and-relati,403,"WebFetch 403; alt forms 403; archive not permitted",no,no (page not retrieved),estimated,"Corroborated on fetched ciol.com table (SAP 2017 $3,474.4M, 8.3%)."
market-shares.csv,crm,2018,Salesforce,19.5,https://www.gartner.com/en/newsroom/press-releases/2019-06-17-gartner-says-worldwide-customer-experience-and-relati,403,"WebFetch 403; alt forms 403; archive not permitted",no,no (page not retrieved),estimated,"Corroborated on fetched ciol.com table (Salesforce 2018 $9,420.5M, 19.5%)."
market-shares.csv,crm,2018,SAP,8.3,https://www.gartner.com/en/newsroom/press-releases/2019-06-17-gartner-says-worldwide-customer-experience-and-relati,403,"WebFetch 403; alt forms 403; archive not permitted",no,no (page not retrieved),estimated,"Corroborated on fetched ciol.com table (SAP 2018 $4,012.2M, 8.3%)."
market-shares.csv,crm,2019,SAP,5.7,https://softwarestrategiesblog.com/2021/07/09/four-interesting-insights-from-gartner-2020-crm-market-share-update/,200,WebFetch,yes,yes,reported,Read on fetched page.
market-shares.csv,crm,2019,Oracle,4.7,https://softwarestrategiesblog.com/2021/07/09/four-interesting-insights-from-gartner-2020-crm-market-share-update/,200,WebFetch,yes,yes,reported,Read on fetched page.
market-shares.csv,crm,2020,SAP,5.2,https://softwarestrategiesblog.com/2021/07/09/four-interesting-insights-from-gartner-2020-crm-market-share-update/,200,WebFetch,yes,yes,reported,Read on fetched page.
market-shares.csv,crm,2020,Oracle,4.4,https://softwarestrategiesblog.com/2021/07/09/four-interesting-insights-from-gartner-2020-crm-market-share-update/,200,WebFetch,yes,yes,reported,Read on fetched page.
market-shares.csv,databases,2005,Oracle,48.6,https://www.sellingpower.com/2010/01/13/1674/relational-database-market-due-for-a-shakeup,200,WebFetch,yes,yes,reported,"Read on fetched page (secondary, 2010 citing Gartner)."
market-shares.csv,databases,2005,IBM,22,https://www.sellingpower.com/2010/01/13/1674/relational-database-market-due-for-a-shakeup,200,WebFetch,yes,yes,reported,Read on fetched page.
market-shares.csv,databases,2005,Microsoft,15,https://www.sellingpower.com/2010/01/13/1674/relational-database-market-due-for-a-shakeup,200,WebFetch,yes,yes,reported,Read on fetched page.
market-shares.csv,security-software,2014,Symantec,17.2,https://www.gartner.com/en/newsroom/press-releases/2015-05-27-gartner-says-worldwide-security-software-market-grew-5-percent-in-2014,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,"Corroborated on fetched aseantechsec.com table row ""Symantec | 3,690 | 17.2 | 3,738 | -1.3""."
market-shares.csv,security-software,2014,Intel,8.5,https://www.gartner.com/en/newsroom/press-releases/2015-05-27-gartner-says-worldwide-security-software-market-grew-5-percent-in-2014,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,Corroborated on fetched aseantechsec.com table (identical row).
market-shares.csv,security-software,2014,IBM,6.9,https://www.gartner.com/en/newsroom/press-releases/2015-05-27-gartner-says-worldwide-security-software-market-grew-5-percent-in-2014,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,Corroborated on fetched aseantechsec.com table (identical row).
market-shares.csv,security-software,2014,Trend Micro,4.9,https://www.gartner.com/en/newsroom/press-releases/2015-05-27-gartner-says-worldwide-security-software-market-grew-5-percent-in-2014,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,Corroborated on fetched aseantechsec.com table (identical row).
market-shares.csv,security-software,2014,EMC,3.7,https://www.gartner.com/en/newsroom/press-releases/2015-05-27-gartner-says-worldwide-security-software-market-grew-5-percent-in-2014,403,"WebFetch 403; archive not permitted",no,no (page not retrieved),estimated,Corroborated on fetched aseantechsec.com table (identical row).
market-shares.csv,operating-systems,2009,Microsoft,77.9,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,403,"WebFetch 403; retried http:// 403",no,no (page not retrieved),estimated,"Corroborated on fetched prwire.com.au reprint table (Microsoft 2009 $21,926M, 77.9%)."
market-shares.csv,operating-systems,2009,IBM,7.7,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,403,"WebFetch 403; retried http:// 403",no,no (page not retrieved),estimated,Corroborated on fetched prwire.com.au table.
market-shares.csv,operating-systems,2009,HP,3.9,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,403,"WebFetch 403; retried http:// 403",no,no (page not retrieved),estimated,Corroborated on fetched prwire.com.au table.
market-shares.csv,operating-systems,2009,Red Hat,1.8,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,403,"WebFetch 403; retried http:// 403",no,no (page not retrieved),estimated,Corroborated on fetched prwire.com.au table.
market-shares.csv,operating-systems,2009,Apple,1.6,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,403,"WebFetch 403; retried http:// 403",no,no (page not retrieved),estimated,Corroborated on fetched prwire.com.au table.
market-shares.csv,operating-systems,2010,Microsoft,78.6,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,403,"WebFetch 403; retried http:// 403",no,no (page not retrieved),estimated,"Corroborated on fetched prwire.com.au (""with 78.6 percent share in 2010"")."
market-shares.csv,operating-systems,2010,IBM,7.5,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,403,"WebFetch 403; retried http:// 403",no,no (page not retrieved),estimated,Corroborated on fetched prwire.com.au.
market-shares.csv,operating-systems,2010,HP,3.7,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,403,"WebFetch 403; retried http:// 403",no,no (page not retrieved),estimated,Corroborated on fetched prwire.com.au.
market-shares.csv,operating-systems,2010,Oracle,2.6,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,403,"WebFetch 403; retried http:// 403",no,no (page not retrieved),estimated,"Corroborated on fetched prwire.com.au table (Oracle 2010 $780M, 2.6%; Sun OS revenue after acquisition)."
market-shares.csv,operating-systems,2010,Red Hat,2.0,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,403,"WebFetch 403; retried http:// 403",no,no (page not retrieved),estimated,Corroborated on fetched prwire.com.au table.
market-shares.csv,operating-systems,2010,Apple,1.7,https://yourstory.com/2011/04/gartner-says-worldwide-operating-system-software-market-grew-to-30-4-billion-in-2010,403,"WebFetch 403; retried http:// 403",no,no (page not retrieved),estimated,Corroborated on fetched prwire.com.au table.
market-shares.csv,erp,2012,SAP,24.6,https://softwarestrategiesblog.com/tag/worldwide-market-share/,200,WebFetch,yes,yes,reported,Read on fetched page (blog quoting Gartner).
market-shares.csv,foundation-model-apis,2023,Anthropic,12,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,200,WebFetch,yes,"partial (verbatim ""We estimate Anthropic now earns 40% of enterprise LLM spend"" confirmed; 12% in 2023 confirmed in page content)",reported,"Read on fetched page; also Menlo 2024 report (fetched): ""doubled its enterprise presence from 12% to 24%""."
market-shares.csv,foundation-model-apis,2023,OpenAI,50,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,200,WebFetch,yes,"partial (page: ""OpenAI lost nearly half of its enterprise share, falling to 27% from 50% in 2023."")",reported,Read on fetched page.
market-shares.csv,foundation-model-apis,2024,Anthropic,24,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,200,WebFetch,yes,partial (see Anthropic 2023 row),reported,Read on fetched page; consistent with Menlo 2024 report.
market-shares.csv,foundation-model-apis,2024,OpenAI,34,https://menlovc.com/2024-the-state-of-generative-ai-in-the-enterprise/,200,WebFetch,yes,yes,reported,Read on fetched page (Menlo 2024 report).
market-shares.csv,foundation-model-apis,2025,Anthropic,40,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,200,WebFetch,yes,yes,reported,Read on fetched page.
market-shares.csv,foundation-model-apis,2025,OpenAI,27,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,200,WebFetch,yes,yes,reported,Read on fetched page.
market-shares.csv,foundation-model-apis,2025,Google,21,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,200,WebFetch,yes,yes,reported,Read on fetched page.
market-shares.csv,foundation-model-apis,2023,Google,7,https://menlovc.com/perspective/2025-the-state-of-generative-ai-in-the-enterprise/,200,WebFetch,yes,yes,reported,Read on fetched page.
